Denumire Operator,Cod Fiscal,Localitate,Nr.Vehicule,Export data,Clase Transportator
SERGIU CONS SRL,R18488827,Rosiori,8,2026.07,Operatori mici
TRANSPORT CSATA LEVENTE SRL,R14002044,Gheorgheni,9,2026.07,Operatori mici
PACKAGE LONDON UK SRL,R28658830,Suceava,10,2026.07,Operatori medii 1
RAIL CONTAINER,R29118536,Ploiesti,11,2026.07,Operatori medii 1
FAD22 SRL,R12614330,NEGRESTI-OAS,11,2026.07,Operatori medii 1
BIRTOIU COMPANY,R7086557,Suceava,8,2026.07,Operatori mici
AUTO STAN TEAM,R9652199,Simeria,8,2026.07,Operatori mici
TRANS PETRICA,R4842214,Vama,9,2026.07,Operatori mici
D&N AKI DUMI  TRANS SRL,R27929183,Oravita,11,2026.07,Operatori medii 1
KVARC SRL,R8176593,Cristuru Secuiesc,12,2026.07,Operatori medii 1
BO&RA TRANS SRL,R20202314,Tautii Magheraus,12,2026.07,Operatori medii 1
SUINPROD SA,R2056725,Roman,12,2026.07,Operatori medii 1
IANYS PRODCOM SRL,R8486837,Campulung Moldovenesc,12,2026.07,Operatori medii 1
ELTA TRANSPORT & LOGISTIC S.R.L,R43172212,Bucuresti,2,2026.07,Operatori mici
ROVI TRANS EXPRESS SRL,R20999181,Bucuresti,2,2026.07,Operatori mici
ALDIMADA TRUCKS SRL,R46789787,Bucuresti,2,2026.07,Operatori mici
AGRO BIO BRICHET SRL,R31423108,Bucuresti,2,2026.07,Operatori mici
MARZOUGA TRANSPORT SRL,R40389536,Bucuresti,2,2026.07,Operatori mici
APODIS TRANS SRL,R13690654,Bucuresti,2,2026.07,Operatori mici
ETSA DOI SRL,R20868267,Bucuresti,2,2026.07,Operatori mici
SINCO TRANSPORT SRL,R341687,Bucuresti,2,2026.07,Operatori mici
ROBO-TRANS,R6630196,Suceava,2,2026.07,Operatori mici
VIZITEUCRISTIAN TRANS S.R.L.,R29820440,Suceava,2,2026.07,Operatori mici
ODESEV COMPANY S.R.L.,R23108290,Brezoi,2,2026.07,Operatori mici
GROUP AJ SERVICE SRL,R30050434,Oradea,2,2026.07,Operatori mici
STARFRUCT LOGISTIC SRL,R44566940,Oradea,2,2026.07,Operatori mici
MARELVI IMPEX,R7282405,Radauti,2,2026.07,Operatori mici
ZIA TRANSPORT SRL,R43514242,Plopeni,2,2026.07,Operatori mici
FULL TRANS SOLUTIONS SRL,R48927924,Stefanesti,2,2026.07,Operatori mici
MADA TRANS GLOBAL SRL,R29878299,Ogrezeni,2,2026.07,Operatori mici
EVIDANTRANS SRL,R35893684,Miroslava,2,2026.07,Operatori mici
GURPA LOGISTICS SRL,R50231885,Navodari,2,2026.07,Operatori mici
ASV MEC PREMIUM S R L,R45987212,Turda,2,2026.07,Operatori mici
ECOMAT TRANZIT 24 SRL,R51073210,Podu Turcului,2,2026.07,Operatori mici
SC CODRA TRANS SRL,R19164616,Ungheni,2,2026.07,Operatori mici
VALIANNA SPEED SRL,R47612561,Vladeni,2,2026.07,Operatori mici
DINU COMPANY SRL,R44496071,Turnu Magurele,2,2026.07,Operatori mici
AMVI TRANS SRL,R4804156,Eforie Sud,2,2026.07,Operatori mici
UDI LEADER TRANSPORT SRL,R46440972,Sacele,2,2026.07,Operatori mici
LAROSERA SRL,R42131141,Brezoi,2,2026.07,Operatori mici
AUTO KISS 2000 SRL,R8902190,Gheorgheni,2,2026.07,Operatori mici
KRYSMILY AND STAR SRL,R36343948,Targoviste,2,2026.07,Operatori mici
GALIANDA-FAM SRL,R33607395,Iasi,2,2026.07,Operatori mici
DIA TRUCKS SRL,R30347479,Iasi,2,2026.07,Operatori mici
A & M LOGISTICS SRL,R38393705,Jilava,2,2026.07,Operatori mici
GURKAN GROUP INTERNATIONAL TRANSPORT SRL,R46265120,Jilava,2,2026.07,Operatori mici
KURT TRANSPORT SOLUTIONS S.R.L,R46829458,Bragadiru,2,2026.07,Operatori mici
STEFAROS TOTAL SRL,R16147696,Bragadiru,2,2026.07,Operatori mici
ERIK PREMIUM TRANSPORT SRL,R47933529,Berceni,2,2026.07,Operatori mici
ADIN LOGISTICS SRL,R48854318,Bragadiru,2,2026.07,Operatori mici
ATON TRANS SRL,R13319487,Miercurea Ciuc,2,2026.07,Operatori mici
VIV PARTNERS SRL,R44156177,Afumati,2,2026.07,Operatori mici
LIDER EUROSPEED SRL,R45744272,Ploiesti,2,2026.07,Operatori mici
EVE LOGITRANS SRL,R41275777,Maneciu,2,2026.07,Operatori mici
GEODYL SPEED TRANS SRL,R40072308,Blejoi,2,2026.07,Operatori mici
CARGO PRIME TRANS S.R.L.,R48689636,Iasi,2,2026.07,Operatori mici
AE TRANS LOGISTIC SRL,R47420671,Iasi,2,2026.07,Operatori mici
TRANSSERV AGRO,R21556743,Iasi,2,2026.07,Operatori mici
VASY TOUR SRL,R8845809,Drobeta Turnu Severin,2,2026.07,Operatori mici
MAXINTERTRANS SRL,R50697584,Iasi,2,2026.07,Operatori mici
THIAGO MATTHYMAS SRL,R49413913,Constanta,2,2026.07,Operatori mici
GIM TRUCK SRL,R22721130,Constanta,2,2026.07,Operatori mici
VERALEX TRANS SPED S.R.L.,R31436140,Ramnicu Sarat,2,2026.07,Operatori mici
IZS SAF TRANS SRL,R43599320,Cernat,2,2026.07,Operatori mici
KANDEN PROD SRL,R6933394,Sfantu Gheorghe,2,2026.07,Operatori mici
MINEA SAOMA TRANS,R44233490,Matasaru,2,2026.07,Operatori mici
AVADOM ROUTE,R47109307,Gaesti,2,2026.07,Operatori mici
STANCU MARIUS DANUT,R48996495,Selaru,2,2026.07,Operatori mici
ISOPLUS SPECIAL SRL,R14122202,Fagaras,2,2026.07,Operatori mici
BRAVA CRIS SRL,R15471758,Buzau,2,2026.07,Operatori mici
GEOTRANS SRL,R2991570,Buzau,2,2026.07,Operatori mici
SC CCL CARGO TRANS SRL,R51921387,Brasov,2,2026.07,Operatori mici
MIBATRANS SRL,R33678205,Braila,2,2026.07,Operatori mici
LA MARITEC SRL,R23480757,Braila,2,2026.07,Operatori mici
ALEX TOP LOGISTIC SRL,R34919786,Pitesti,2,2026.07,Operatori mici
SPACE AUTOTRANS,R17678416,Arad,2,2026.07,Operatori mici
CHENESCU BUSINESS TRANS SRL,R46705395,Alexandria,2,2026.07,Operatori mici
NEVRA LOJISTIK SRL,R40264877,Alesd,2,2026.07,Operatori mici
GMIHAISPEED SRL,R50814730,Boteni,2,2026.07,Operatori mici
ESSEN GENERAL LOGISTIK SRL,R32264370,Mioveni,2,2026.07,Operatori mici
AMG COMPANY TRANS SRL,R51286595,BULBUCATA,2,2026.07,Operatori mici
BAMMATHIAS TRANSPORT,R46705409,ALE,2,2026.07,Operatori mici
SERGON EXPEDITION SRL,R35155563,sat.Scoposeni,2,2026.07,Operatori mici
COSMOLIV SUPER TRANS SRL,R41696768,RASCAETI,2,2026.07,Operatori mici
CRT SPEDITION SRL,R46995418,SAT VISINA,2,2026.07,Operatori mici
COLION LIDER SRL,R45630081,SAT POIANA,2,2026.07,Operatori mici
NORD LINES LOGISTICS SRL,R35748188,POPESTI-LEORDENI,2,2026.07,Operatori mici
ALMOND SWEET SRL,R43792176,Ganeasa,2,2026.07,Operatori mici
ETA LOGISTICS SRL,R45552668,Ganeasa,2,2026.07,Operatori mici
MURGU TOP TRANS,R38657114,Titesti,2,2026.07,Operatori mici
IONITUR ARITRANS SRL,R33219571,Strejestii de Sus,2,2026.07,Operatori mici
MATEI SUPORT TRANS SRL,R26048320,"Bucuresti,sector 1",2,2026.07,Operatori mici
GABY TRANS SYSTEMS SRL,R23666203,"BUCURESTI , SECTOR 5",2,2026.07,Operatori mici
DRAGAN CONCEPT SRL,R29186336,"BUCURETI, SECTOR 4",2,2026.07,Operatori mici
DOLBY LOGISTIC SRL,R50891350,"Bucuresti, sector 2",2,2026.07,Operatori mici
RICO JOE LOGISTIC S.R.L,R32289668,Prahova,2,2026.07,Operatori mici
GERUX SPEED S.R.L.,R29063309,Com. CUCA,2,2026.07,Operatori mici
NIVAN S.R.L.,R24399376,Vascauti,2,2026.07,Operatori mici
FERHAT CARGO TRANS,R44536770,"Bucuresti, sector 2",2,2026.07,Operatori mici
IVAN TRANS AGRO SRL,R17378192,Moldoveni,2,2026.07,Operatori mici
SUVCOM SRL,R38309705,Dranceni,2,2026.07,Operatori mici
HERMANOS M&S SRL,R23959580,Floresti,11,2026.07,Operatori medii 1
ELECTROCAB CONECTION SRL,R18111826,Vedea,11,2026.07,Operatori medii 1
ALX TRANSPORT LOGISTIC ARG,R32072552,Pitesti,12,2026.07,Operatori medii 1
TREULOG INTERNATIONAL TRANSPORT SRL,R45370429,"Bucuresti, sector 2",12,2026.07,Operatori medii 1
DOTAFU TRANSPORT SRL,R46742253,"Bucuresti, sector 2",3,2026.07,Operatori mici
APICON MARKET SRL,R18620030,"Bucuresti, sector 2",3,2026.07,Operatori mici
THEO PERSONAL SRL,R15232246,"BUCURESTI, SECTOR 6",3,2026.07,Operatori mici
TRIUMF CONSTRUCT SA,R14167239,Bucure?ti,3,2026.07,Operatori mici
CHIRIAC CARGO TRANS S.R.L.,R32027152,Scoposeni,3,2026.07,Operatori mici
TECNO STYLE SPORT SRL,R16556577,RM.VALCEA,3,2026.07,Operatori mici
BARIATRIC SRL,R36418110,Sambata de Sus,3,2026.07,Operatori mici
RO-MD TRANS-CARGO SRL,R37354155,Tirgu Ocna,3,2026.07,Operatori mici
TTTRAID SRL,R52690779,SAT PAUN,3,2026.07,Operatori mici
MEMORI LOGISTICS S.R.L.,R47016100,SAT SCOPOSENI,3,2026.07,Operatori mici
GRAMA SPEDITION S.R.L,R48024853,DOBROTE?TI,3,2026.07,Operatori mici
TRANSRIZEA LOGISTICS SRL,R40460075,BUCURESTI SECTORUL 6,3,2026.07,Operatori mici
NAE GENERATION CONCEPT SRL,R26888220,Pitesti,3,2026.07,Operatori mici
HELLAS SRL,R8149440,Alba Iulia,3,2026.07,Operatori mici
GDY SISTEM ACTI SRL,R39952600,Cobadin,3,2026.07,Operatori mici
AEG PROFESIONAL TRANS SRL,R49012792,Petresti,3,2026.07,Operatori mici
DRIO ANION TRANS,R37444800,Mogosani,3,2026.07,Operatori mici
MALLINGCSU SRL,R18959096,Sfantu Gheorghe,3,2026.07,Operatori mici
MUNTEANU CARGO XPRESS SRL,R43870487,Finta,3,2026.07,Operatori mici
ZBELDIE UNIC SRL,R43278427,Gaesti,3,2026.07,Operatori mici
FRIGO TRANS CORP S.R.L,R39759589,Brasov,3,2026.07,Operatori mici
MARTINA SPEDITION SRL,R31615715,Brasov,3,2026.07,Operatori mici
AGROMONTAN SRL,R19671210,Bratca,3,2026.07,Operatori mici
MATINATRANS SRL,R22290460,Ghimbav,3,2026.07,Operatori mici
NESTOR TRANSPORTE SRL,R48695662,Iasi,3,2026.07,Operatori mici
TIRNOBILTRANS SRL,R42559734,Iasi,3,2026.07,Operatori mici
EVACOMTRANS SRL,R39480117,Iasi,3,2026.07,Operatori mici
BTI BRAMIUS SRL,R38258300,Iasi,3,2026.07,Operatori mici
HEAVY BOSS TRANSPORTS S.R.L.,R42028724,Sangeorgiu de Mures,3,2026.07,Operatori mici
BOTARU TRANS SRL,R24814677,Maneciu,3,2026.07,Operatori mici
FLORIAN SPEDITION SRL,R31353894,Boldesti Scaeni,3,2026.07,Operatori mici
MULTIM TRANS SRL,R15730372,Miercurea Ciuc,3,2026.07,Operatori mici
IRFAN KAYA SRL,R42432276,Dobroiesti,3,2026.07,Operatori mici
TIGER SRL,R2298915,Craiova,3,2026.07,Operatori mici
BALCANIC EXPRESS TRANS SRL,R43864949,Giurgiu,3,2026.07,Operatori mici
YORDAN WEST LOGISTIC SRL,R44383951,Valenii de Munte,3,2026.07,Operatori mici
ROSER TRANS SPEDITION SRL,R33627910,Tomesti,3,2026.07,Operatori mici
ALEX & NICO TRANS TOP SRL,R29260262,Topoloveni,3,2026.07,Operatori mici
FABYANNIS SRL,R24871559,Cervenia,3,2026.07,Operatori mici
DZYL INTERNATIONALE TRANSPORT SRL,R48252878,Ramnicu Valcea,3,2026.07,Operatori mici
TRANSPATRICIA SRL,R35234713,Vaslui,3,2026.07,Operatori mici
VML-VAR TRUCKS TRANS SRL,R46571145,Vaslui,3,2026.07,Operatori mici
ALDOR TRANSPORT SRL,R17618759,Cumpana,3,2026.07,Operatori mici
IANIS INTERTRANSPORT SRL,R46647081,Jebel,3,2026.07,Operatori mici
ADBE RO TRANSPORT SRL,R40365073,Saliste,3,2026.07,Operatori mici
UYAR GLOBAL SPEDITION,R45404823,Bucuresti,3,2026.07,Operatori mici
TOP GRAND NET SRL,R34223732,Bucuresti,3,2026.07,Operatori mici
SONI GRUP INTEGRATED S.R.L.,R27721890,Bucuresti,3,2026.07,Operatori mici
DENIS SPEDITION S.R.L.,R19115141,Bucuresti,3,2026.07,Operatori mici
AVE TRANS EXPRESS SRL,R50888240,Bucuresti,3,2026.07,Operatori mici
DANY VYC TRANS ACTIV 169 SRL,R29355621,Bucuresti,4,2026.07,Operatori mici
YILMAZ DIKER TRANS 14 SRL,R48191240,Bucuresti,4,2026.07,Operatori mici
GZT EMI TRANS SRL,R49270872,Bucuresti,4,2026.07,Operatori mici
TRANS-INTERNATIONAL SPED N.C.A. SRL,R12631170,Bucuresti,4,2026.07,Operatori mici
LAUFER TRANSPORT SRL,R13408819,Bucuresti,4,2026.07,Operatori mici
LOGICARS EUROPE SRL,R48015707,Jebel,4,2026.07,Operatori mici
EURO PETROL SRL,R9328304,Targu Secuiesc,4,2026.07,Operatori mici
VEB SOLUTION SRL,R48168573,Vaslui,4,2026.07,Operatori mici
VECTOR LOGISTIC SRL,R28164542,Tarlungeni,4,2026.07,Operatori mici
GAVRINUN TRANS SRL,R41122790,Dranceni,4,2026.07,Operatori mici
ANIA TRANSPORT EMS S.R.L.,R37164150,Galati,4,2026.07,Operatori mici
BESTNITA TRANS S.R.L.,R32122405,Horia,4,2026.07,Operatori mici
TRANSBURGCM SRL,R45150792,Iasi,4,2026.07,Operatori mici
DESIRE TRANSPORTI GROUP SRL,R51446815,Iasi,4,2026.07,Operatori mici
SPEC TRANS SRL,R44010359,Iasi,4,2026.07,Operatori mici
X-TRANS,R18893242,Brasov,4,2026.07,Operatori mici
KARGO TRANS S.R.L.,R4879930,Constanta,4,2026.07,Operatori mici
MIHNEA CRIS TRANS 2007 S.R.L.,R21518480,Campulung,4,2026.07,Operatori mici
POSTALYON SERV TRANS SRL,R18888190,Campulung,4,2026.07,Operatori mici
BALASA G MIHAIL INTREPRINDERE INDIVIDUALA,R26043676,Pitesti,4,2026.07,Operatori mici
PRESOW PFG LOGISTIC,R42469631,COTOFENESTI,4,2026.07,Operatori mici
TITONE SRL,R19066030,SAT AURESTI,4,2026.07,Operatori mici
TOTAL CONSTRUCT BMB,R37338907,"bucuresti,sector 4",4,2026.07,Operatori mici
PESCARUSUL ALB SRL,R11077999,BARZESTI,5,2026.07,Operatori mici
MICRO NANO TECH SRL,R34332560,"Bucuresti, Sector 4",5,2026.07,Operatori mici
SERMON LKW SRL,R31078557,Tg-Mures,5,2026.07,Operatori mici
NEW DESIGN COMPOSITE SRL,R14564786,Pitesti,5,2026.07,Operatori mici
MAR TRANSGROUP S.R.L.,R41840293,Pitesti,5,2026.07,Operatori mici
COMTRANS CORLAN SRL,R1605124,Breznita Ocol,5,2026.07,Operatori mici
NIKI FRIGOMIX TRANSPORT SRL,R46561230,Iasi,5,2026.07,Operatori mici
SC INDIVERS MON PREST SRL,R42862680,Baia de Fier,5,2026.07,Operatori mici
TANASOV GROUP,R35296910,Iasi,5,2026.07,Operatori mici
AXIG TOP PROMPT TRANSPORT SRL,R40764988,Valu Lui Traian,5,2026.07,Operatori mici
ESM AUTO EXPRESS LOGISTIK,R27637499,Tomesti,5,2026.07,Operatori mici
OGLEZIS TRANS SRL,R12927397,Valenii de Munte,5,2026.07,Operatori mici
TIMEWAY TRANS SRL,R41643917,Tomesti,5,2026.07,Operatori mici
ENS BEAUTY INTERNATIONAL,R46128092,Navodari,5,2026.07,Operatori mici
EXPRESS TRUCK SERGHE SRL,R47151905,Vaslui,5,2026.07,Operatori mici
CARGOROM TRANS SPEED SRL,R45973454,Rosiori de Vede,5,2026.07,Operatori mici
FRIGO TRUCK EXPRESS,R46428367,Onesti,5,2026.07,Operatori mici
APODIS LOGISTIC,R16679421,Bucuresti,5,2026.07,Operatori mici
LOWEL ALISE TRANSPORT SRL,R46881936,Bucuresti,5,2026.07,Operatori mici
BEDIROGLU TRANS SRL,R43022380,Bucuresti,5,2026.07,Operatori mici
MTT CARGO TRANS SRL,R43133280,Dornesti,6,2026.07,Operatori mici
VET METAL SPEDITION SRL,R28428660,Bucuresti,6,2026.07,Operatori mici
TUL-CRIS TRANSPORT,R30465270,Vaslui,6,2026.07,Operatori mici
COOLLOG SRL,R37138488,Miroslava,6,2026.07,Operatori mici
ZOR TRANS LOGISTIC SRL,R42696456,Zorleni,6,2026.07,Operatori mici
LORRY IP DELIVERS SRL,R36748267,Iasi,6,2026.07,Operatori mici
BULAT EUROTRANS SRL,R40705710,Iasi,6,2026.07,Operatori mici
AKF FRIGO LOGISTIC SRL,R22260559,Cateasca,6,2026.07,Operatori mici
MYA SUN  EXPRESS TRANS SRL,R30764786,Albota,6,2026.07,Operatori mici
DALCODINECOM SRL,R7974490,Pitesti,6,2026.07,Operatori mici
ALDER LOGISTIK SRL,R49828384,Arad,6,2026.07,Operatori mici
TRACO GOP SRL,R28129456,Fundata,6,2026.07,Operatori mici
STICI TRANS SRL,R41580541,"sat. Cogeasca , com. Letcani",7,2026.07,Operatori mici
LLUDVOK TRANS SRL,R33078170,Bucuresti - Sectorul 3,7,2026.07,Operatori mici
TRANS RODI SERVICE SRL,R14381878,Pite?ti,7,2026.07,Operatori mici
TIR SUN TRANS SRL,R29115904,Ceua?u de Câmpie,7,2026.07,Operatori mici
ALBIMAR AUTO SPEDITION SRL,R35118522,Pitesti,7,2026.07,Operatori mici
SELECT TFS-IBRAHIM SRL,R42962558,Arad,7,2026.07,Operatori mici
BIG BOSS TEAM SRL,R43370643,Iasi,7,2026.07,Operatori mici
DENIDO FIODOR SRL,R46383974,Iasi,7,2026.07,Operatori mici
MAN TRANSPORT SRL,R44706440,Platonesti,7,2026.07,Operatori mici
ALETEO TRANS,R18676634,Saulia de Campie,7,2026.07,Operatori mici
COSAND DISTRIBUTION SRL,R25467819,Stefesti,7,2026.07,Operatori mici
VITAN TRANS SRL,R47091765,Muntenii de Sus,7,2026.07,Operatori mici
TROIA LOGISTIC SRL,R26083832,Bucuresti,7,2026.07,Operatori mici
AGROMERCE GRAIN SRL,R43362772,Bucuresti,7,2026.07,Operatori mici
ABM BUCHAREST SRL,R47218967,Bucuresti,7,2026.07,Operatori mici
SABU TAY TRANSPORT,R46320402,Sibiu,7,2026.07,Operatori mici
SNK SPEEDLINE SRL,R35268600,Dumbravita,7,2026.07,Operatori mici
CONECT MED SRL,R16699720,Ramnicu Valcea,8,2026.07,Operatori mici
IMPERIAL PG,R12470162,Petrosani,8,2026.07,Operatori mici
TRANSLAVI EXPRES SRL,R32646639,Tileagd,8,2026.07,Operatori mici
FLL TOTAL SPEDITION SRL,R25172125,Bascov,8,2026.07,Operatori mici
ELI TRANS PARTENER,R32559133,Bascov,9,2026.07,Operatori mici
DAILY TRANS SRL,R21994450,Sfantu Gheorghe,9,2026.07,Operatori mici
CHISPED TRASPORTI RO,R1106728,Brasov,9,2026.07,Operatori mici
STIM-EXPRES SRL,R23316593,Iasi,9,2026.07,Operatori mici
EZI TRUCK,R47458757,Tileagd,9,2026.07,Operatori mici
IACONI TRANSPORT SRL,R3474963,Bucuresti,9,2026.07,Operatori mici
FRALINA TRANS,R29447989,Negostina,9,2026.07,Operatori mici
BIRMAKSAN TRANSPORT SRL,R47918944,Milcoiu,10,2026.07,Operatori medii 1
MAX SRL,R14495350,Draganesti Vlasca,10,2026.07,Operatori medii 1
TRANS CAT SRL,R16522540,Brasov,11,2026.07,Operatori medii 1
SIMROD FUMEX SRL,R4243436,Novaci,12,2026.07,Operatori medii 1
MONELCAN TRANS SRL,R29577571,Novaci,2,2026.07,Operatori mici
SAME SPEED SRL,R30679745,Deva,2,2026.07,Operatori mici
ASTERCON DAC SRL,R35893595,Iasi,2,2026.07,Operatori mici
TOMA BEST AUTO TRANS SRL,R45200955,Iasi,2,2026.07,Operatori mici
LIMPEZA COM SRL,R8405441,Baia Mare,2,2026.07,Operatori mici
MIREXI TRANS SRL,R14990277,Magurele,2,2026.07,Operatori mici
TRANS VIDEO SRL,R14255004,Buzau,2,2026.07,Operatori mici
MONDO TRANS COMPANY SRL,R5553192,Brasov,2,2026.07,Operatori mici
GHEO TIR TRANS SRL,R42803277,Braila,2,2026.07,Operatori mici
GOKTURK SRL,R28067701,Nucet,2,2026.07,Operatori mici
MOGA STAR SRL,R5781271,Constanta,2,2026.07,Operatori mici
TUDOR CRISCOS SPEDITION,R15144721,Pitesti,2,2026.07,Operatori mici
LUC CARGO SPEDITION SRL,R30501208,Cosesti,2,2026.07,Operatori mici
ANDOCSIM TOP TRANS SRL,R36208747,Mioveni,2,2026.07,Operatori mici
ORYANUR SRL,R51653802,Pitesti,2,2026.07,Operatori mici
TITIANA RODSIM SRL,R27985884,Sacel,2,2026.07,Operatori mici
STAR JUNIOR LOGISTIC SRL,R42044673,Priboieni,2,2026.07,Operatori mici
ADI & RAULA  ROUTE SRL,R36933116,Vadu Pasii,2,2026.07,Operatori mici
STC ERIK AUTO SRL,R41803902,Ovidiu,2,2026.07,Operatori mici
VERONA COMPROD SRL,R1646175,Tecuci,2,2026.07,Operatori mici
MOLDO LEMONIA SRL,R18918436,Lespezi,2,2026.07,Operatori mici
BIF TRANS&TRADE SRL,R14860650,Bucuresti,2,2026.07,Operatori mici
BESIR LOGISTIC SRL,R51542006,Bucuresti,2,2026.07,Operatori mici
SAQAL LOGISTICS SRL,R30588850,Bucuresti,2,2026.07,Operatori mici
KRAFT AMERICAN EXIM SRL,R7222144,Bucuresti,2,2026.07,Operatori mici
VICTORIA TRANSPORT SOLUTIONS SRL,R34153866,Scheia,2,2026.07,Operatori mici
IULIU SOF SRL,R27667813,Ipotesti,2,2026.07,Operatori mici
ABYTRANS2021,R44263840,Cristesti,2,2026.07,Operatori mici
OZ MANTAS TRANS SRL,R38053010,sector 3,2,2026.07,Operatori mici
TUDORTRANS SRL,R49236943,Constan?a,2,2026.07,Operatori mici
MV FOTEA TRANS SRL,R28380031,Ovidiu,2,2026.07,Operatori mici
CATA DOG TRANS SRL,R38417960,FINTA MARE,2,2026.07,Operatori mici
ALEX-BUCOVINA SRL,R24506006,ORAS SIRET,2,2026.07,Operatori mici
ERNED GLOBAL LOGISTIK SRL,R44880683,"Bucuresti, sector 3",2,2026.07,Operatori mici
GENC TRANSPORT INTERNATIONAL,R44660530,BUCURESTI SECTORUL 3,2,2026.07,Operatori mici
CRUDU TRANS SRL.,R31136755,Rachita,2,2026.07,Operatori mici
ROBERT ESCAPE INTERCONECT SRL,R43021155,Valea Nandrii,2,2026.07,Operatori mici
VLAD TRUCK LOGISTIC SRL,R46157489,SAT CUCA,2,2026.07,Operatori mici
RADEPOCAR SRL,R31555222,RIMETEA,2,2026.07,Operatori mici
TRANS NOVA IMPEX SRL,R10254898,Bucuresti,3,2026.07,Operatori mici
GALEXFORTRANS SRL,R15712813,Vulcan,3,2026.07,Operatori mici
FLORINI TRANS SRL,R17196840,Slimnic,4,2026.07,Operatori mici
GIL CHITRANS SRL,R36357188,Piatra Neamt,6,2026.07,Operatori mici
LESMAN CARGO SRL,R47062174,Slatina,4,2026.07,Operatori mici
AUTO SOFI TRANS SRL,R37869305,Nanov,10,2026.07,Operatori medii 1
MARDANI COM SRL,R8362154,Seini,3,2026.07,Operatori mici
SEUR TRANS INTERNATIONAL SRL,R5804316,Bucuresti,3,2026.07,Operatori mici
ALSAN PECO SRL,R5910899,Campulung Moldovenesc,3,2026.07,Operatori mici
TEHNING PROD SRL,R4003450,Oradea,3,2026.07,Operatori mici
TAXI-VOLAN SRL,R1844903,Lugoj,3,2026.07,Operatori mici
VASIFLOR  STELIAN TRANS SRL,R37816564,Selaru,3,2026.07,Operatori mici
CARCABA SRL,R34217021,Darmanesti,3,2026.07,Operatori mici
DARK FOREST SRL,R19014058,Drobeta Tr Severin,3,2026.07,Operatori mici
PROJECT LOGISTICS 95 S.R.L.,R39659334,"Bucuresti,sector 1",4,2026.07,Operatori mici
HENNING CONSTRUCT SERVICE SRL,R24653805,Braila,4,2026.07,Operatori mici
IUROM IMPEX SRL,R8441649,Novaci,5,2026.07,Operatori mici
HABAU SRL,R13092995,Ploiesti,5,2026.07,Operatori mici
MELTIADE TRANS SRL,R35348807,Bolintin Vale,6,2026.07,Operatori mici
BRACSUR,R45360930,Borod,6,2026.07,Operatori mici
COM DIVERS LOGISTIC SRL,R26033087,Bascov,6,2026.07,Operatori mici
SMART CARGOTRANS SRL,R23481949,Bucuresti,6,2026.07,Operatori mici
EVE-EV LOGISTIC SRL,R24536589,SAT GHIGHIU,6,2026.07,Operatori mici
BTP GOLD SRL,R26080364,Gilau,7,2026.07,Operatori mici
DYLAND FASHION SRL,R35722862,Ramnicu Valcea,7,2026.07,Operatori mici
CTA TIR SPEDITION,R33834835,Novaci,7,2026.07,Operatori mici
ELIAN TOP LOGISTIC SRL,R36680170,Bradu,8,2026.07,Operatori mici
BERVAS SRL,R17260366,Sarasau,8,2026.07,Operatori mici
FILMARALI SRL,R14622739,Milisauti,11,2026.07,Operatori medii 1
AUTOFRIG SRL,R24158718,Cluj Napoca,12,2026.07,Operatori medii 1
TOTAL RUTIER TRANSPORT SRL,R26253112,Targu Mures,4,2026.07,Operatori mici
CRIDODAR SPEDITION SRL,R33895492,Marginea,4,2026.07,Operatori mici
TRANS KING DAVALEX SRL,R32432538,Scheia,4,2026.07,Operatori mici
YPP ROAD CARGO SRL,R41509290,Suceava,4,2026.07,Operatori mici
DENUDOR SRL,R27035078,Tulnici,4,2026.07,Operatori mici
DANAXY INTERNATIONAL,R15225656,Vama,4,2026.07,Operatori mici
FREEZE TRANS SRL,R29334076,Bucecea,5,2026.07,Operatori mici
PAM GROUP SRL,R22205244,Eforie Sud,6,2026.07,Operatori mici
KAANAY TRANSPORT S.R.L.,R43109070,Giurgiu,7,2026.07,Operatori mici
RUCOSM TRADE SRL,R30203198,Alba Iulia,8,2026.07,Operatori mici
TEPIUL SRL,R15041920,Timisoara,8,2026.07,Operatori mici
CELIA SRL,R10598859,Iasi,9,2026.07,Operatori mici
AGROPROD WHITE SRL,R33509478,Tulcea,10,2026.07,Operatori medii 1
ALESIS TRANS LOGISTIK,R30589090,Oradea,7,2026.07,Operatori mici
HOME LAND FACTORY SRL,R30295302,Borzont,7,2026.07,Operatori mici
G.T.M. EXPRES SRL,R28038323,Marginea,8,2026.07,Operatori mici
KIKI & IRI 2011,R31093115,Timisoara,8,2026.07,Operatori mici
VIC & VIO INTERNATIONAL TRANS SRL-D,R38173165,Zalau,10,2026.07,Operatori medii 1
D&B MEGATRANS LOGISTICS SRL,R30488583,Cluj Napoca,10,2026.07,Operatori medii 1
II TUDORESCU GHE PETRE,R30211832,Breznita Ocol,6,2026.07,Operatori mici
DRACARD SRL,R8050705,Borsa,8,2026.07,Operatori mici
FRESH FOREXIM PROD SRL,R6583353,DROBETA TURNU-SEVERIN,9,2026.07,Operatori mici
ROCAR PREST S.R.L.,R33633084,Strejnic,10,2026.07,Operatori medii 1
SIA TRANS EUROPA S.R.L.,R33198053,Suceava,10,2026.07,Operatori medii 1
TRANS TRUCK VLD SRL,R42298221,Agigea,12,2026.07,Operatori medii 1
